# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/fl/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-11-15 07:16:17 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02323500 SUWANNEE RIVER NEAR WILCOX, FLA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 02323500
#    DD parameter statistic   Description
#    05   00055     00001     Stream velocity, feet per second (Maximum)
#    05   00055     00002     Stream velocity, feet per second (Minimum)
#    05   00055     00003     Stream velocity, feet per second (Mean)
#    06   00065     00003     Gage height, feet (Mean)
#    07   00060     00003     Discharge, cubic feet per second (Mean)
#    13   72020     00003     Elevation above NGVD 1929, feet (Mean)
#    15   00065     00003     Gage height, feet (Mean), [(2)]
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	05_00055_00001	05_00055_00001_cd	05_00055_00002	05_00055_00002_cd	05_00055_00003	05_00055_00003_cd	06_00065_00003	06_00065_00003_cd	07_00060_00003	07_00060_00003_cd	13_72020_00003	13_72020_00003_cd	15_00065_00003	15_00065_00003_cd
USGS	02323500	2008-03-30	1.83	A	1.23	A	1.52	A	6.56	A	10600	A				
USGS	02323500	2008-03-31	1.96	A	1.36	A	1.57	A	6.31	A	10800	A				
USGS	02323500	2008-04-01	1.69	A	1.21	A	1.45	A	6.20	A	9860	A				
USGS	02323500	2008-04-02	1.56	A	1.18	A	1.35	A	6.11	A	9170	A				
USGS	02323500	2008-04-03	1.54	A	1.08	A	1.25	A	6.02	A	8470	A				
USGS	02323500	2008-04-04	1.46	A	0.75	A	1.08	A	5.94	A	7260	A				
USGS	02323500	2008-04-05	1.04	A	0.75	A	0.90	A	5.94	A	6010	A				
USGS	02323500	2008-04-06	1.16	A	0.64	A	0.96	A	5.86	A	6390	A				
USGS	02323500	2008-04-07	1.21	A	0.72	A	0.96	A	5.68	A	6360	A				
USGS	02323500	2008-04-08	1.16	A	0.71	A	0.92	A	5.52	A	6050	A				
USGS	02323500	2008-04-09	1.23	A	0.81	A	0.97	A	5.53	A	6390	A				
USGS	02323500	2008-04-10	1.20	A	0.78	A	0.94	A	5.61	A	6160	A				
USGS	02323500	2008-04-11	1.06	A	0.72	A	0.90	A	5.69	A	5950	A				
USGS	02323500	2008-04-12	1.15	A	0.76	A	0.91	A	5.73	A	6060	A				
USGS	02323500	2008-04-13	1.45	A	0.91	A	1.11	A	5.69	A	7340	A				
USGS	02323500	2008-04-14	1.57	A	0.98	A	1.21	A	5.62	A	8010	A				
USGS	02323500	2008-04-15	1.92	A	1.09	A	1.40	A	5.48	A	9170	A				
USGS	02323500	2008-04-16	1.56	A	1.04	A	1.29	A	5.37	A	8390	A				
USGS	02323500	2008-04-17	1.54	A	1.05	A	1.27	A	5.46	A	8300	A				
USGS	02323500	2008-04-18	1.63	A	1.04	A	1.30	A	5.56	A	8560	A				
USGS	02323500	2008-04-19	1.55	A	0.98	A	1.26	A	5.64	A	8300	A				
USGS	02323500	2008-04-20	1.67	A	1.10	A	1.33	A	5.58	A	8770	A				
USGS	02323500	2008-04-21	1.65	A	1.02	A	1.26	A	5.44	A	8200	A				
USGS	02323500	2008-04-22	1.57	A	1.01	A	1.22	A	5.29	A	7870	A				
USGS	02323500	2008-04-23	1.55	A	0.94	A	1.22	A	5.05	A	7790	A				
USGS	02323500	2008-04-24	1.41	A	0.92	A	1.15	A	4.78	A	7240	A				
USGS	02323500	2008-04-25	1.40	A	0.94	A	1.13	A	4.73	A	7100	A				
USGS	02323500	2008-04-26	1.36	A	0.98	A	1.14	A	4.68	A	7120	A				
USGS	02323500	2008-04-27	1.40	A	0.89	A	1.10	A	4.57	A	6800	A				
USGS	02323500	2008-04-28	1.31	A	0.88	A	1.02	A	4.59	A	6350	A				
USGS	02323500	2008-04-29	1.46	A	0.77	A	1.09	A	4.34	A	6670	A				
USGS	02323500	2008-04-30	1.32	A	0.69	A	0.95	A	3.95	A	5670	A				
USGS	02323500	2008-05-01	1.23	A	0.72	A	0.90	A	4.04	A	5420	A				
USGS	02323500	2008-05-02	1.13	A	0.65	A	0.90	A	4.32	A	5510	A				
USGS	02323500	2008-05-03	1.24	A	0.64	A	0.91	A	4.42	A	5610	A				
USGS	02323500	2008-05-04	1.20	A	0.65	A	0.91	A	4.36	A	5580	A				
USGS	02323500	2008-05-05	1.40	A	0.64	A	0.98	A	4.19	A	5920	A				
USGS	02323500	2008-05-06	1.35	A	0.70	A	0.94	A	4.01	A	5650	A				
USGS	02323500	2008-05-07	1.18	A	0.40	A	0.85	A	3.94	A	5090	A				
USGS	02323500	2008-05-08	1.00	A	0.48	A	0.76	A	4.08	A	4560	A				
USGS	02323500	2008-05-09	1.09	A	0.55	A	0.82	A	4.17	A	4960	A				
USGS	02323500	2008-05-10	1.24	A	0.67	A	0.87	A	3.90	A	5170	A				
USGS	02323500	2008-05-11	1.16	A	0.56	A	0.87	A	3.88	A	5160	A				
USGS	02323500	2008-05-12	1.29	A	0.64	A	0.94	A	3.66	A	5490	A				
USGS	02323500	2008-05-13	1.20	A	0.52	A	0.77	A	3.14	A	4360	A				
USGS	02323500	2008-05-14	1.03	A	0.53	A	0.73	A	3.19	A	4160	A				
USGS	02323500	2008-05-15	1.02	A	0.58	A	0.75	A	3.56	A	4360	A				
USGS	02323500	2008-05-16	1.00	A	0.54	A	0.74	A	3.82	A	4360	A				
USGS	02323500	2008-05-17	1.09	A	0.57	A	0.83	A	3.62	A	4840	A				
USGS	02323500	2008-05-18	1.04	A	0.55	A	0.75	A	3.61	A	4400	A				
USGS	02323500	2008-05-19	1.12	A	0.56	A	0.76	A	3.58	A	4420	A				
USGS	02323500	2008-05-20	1.11	A	0.43	A	0.73	A	3.62	A	4280	A				
USGS	02323500	2008-05-21	1.05	A	0.46	A	0.74	A	3.73	A	4350	A				
USGS	02323500	2008-05-22	0.97	A	0.51	A	0.73	A	3.52	A	4260	A				
USGS	02323500	2008-05-23	0.91	A	0.52	A	0.72	A	3.35	A	4160	A				
USGS	02323500	2008-05-24	1.23	A	0.48	A	0.80	A	3.28	A	4570	A				
USGS	02323500	2008-05-25	1.20	A	0.48	A	0.78	A	3.02	A	4400	A				
USGS	02323500	2008-05-26	1.09	A	0.48	A	0.74	A	2.91	A	4160	A				
USGS	02323500	2008-05-27	0.95	A	0.48	A	0.69	A	2.83	A	3810	A				
USGS	02323500	2008-05-28	1.04	A	0.52	A	0.67	A	2.87	A	3710	A				
USGS	02323500	2008-05-29	1.10	A	0.46	A	0.67	A	2.84	A	3740	A				
USGS	02323500	2008-05-30	0.95	A	0.43	A	0.66	A	2.96	A	3670	A				
USGS	02323500	2008-05-31	1.12	A	0.42	A	0.67	A	3.06	A	3800	A				
USGS	02323500	2008-06-01	0.92	A	0.46	A	0.64	A	3.16	A	3640	A				
USGS	02323500	2008-06-02	0.94	A	0.40	A	0.64	A	3.27	A	3650	A				
USGS	02323500	2008-06-03	0.95	A	0.36	A	0.61	A	3.23	A	3480	A				
USGS	02323500	2008-06-04	0.98	A	0.34	A	0.62	A	3.21	A	3520	A				
USGS	02323500	2008-06-05	0.87	A	0.34	A	0.58	A	3.23	A	3290	A				
USGS	02323500	2008-06-06	0.92	A	0.37	A	0.61	A	3.16	A	3450	A				
USGS	02323500	2008-06-07	0.89	A	0.29	A	0.59	A	3.02	A	3330	A				
USGS	02323500	2008-06-08	0.89	A	0.33	A	0.58	A	2.90	A	3260	A				
USGS	02323500	2008-06-09	0.80	A	0.32	A	0.53	A	2.84	A	2930	A				
USGS	02323500	2008-06-10	1.04	A	0.35	A	0.57	A	2.79	A	3150	A				
USGS	02323500	2008-06-11	0.81	A	0.32	A	0.52	A	2.70	A	2880	A				
USGS	02323500	2008-06-12	0.83	A	0.33	A	0.51	A	2.70	A	2790	A				
USGS	02323500	2008-06-13	1.02	A	0.27	A	0.53	A	2.68	A	2920	A				
USGS	02323500	2008-06-14	1.05	A	0.34	A	0.56	A	2.74	A	3090	A				
USGS	02323500	2008-06-15	0.80	A	0.30	A	0.52	A	2.86	A	2900	A				
USGS	02323500	2008-06-16	0.82	A	0.22	A	0.50	A	3.06	A	2830	A				
USGS	02323500	2008-06-17	0.82	A	0.20	A	0.54	A	3.08	A	3020	A				
USGS	02323500	2008-06-18	0.86	A	0.29	A	0.52	A	3.16	A	2930	A				
USGS	02323500	2008-06-19	0.80	A	0.27	A	0.53	A	3.21	A	3020	A				
USGS	02323500	2008-06-20	0.84	A	0.31	A	0.53	A	3.14	A	3000	A				
USGS	02323500	2008-06-21	0.97	A	0.32	A	0.54	A	3.05	A	3030	A				
USGS	02323500	2008-06-22	0.70	A	0.23	A	0.46	A	2.98	A	2560	A				
USGS	02323500	2008-06-23	0.84	A	0.24	A	0.49	A	2.97	A	2730	A				
USGS	02323500	2008-06-24	0.78	A	0.17	A	0.48	A	2.79	A	2640	A				
USGS	02323500	2008-06-25	0.68	A	0.21	A	0.47	A	2.69	A	2610	A				
USGS	02323500	2008-06-26	0.74	A	0.22	A	0.48	A	2.80	A	2670	A				
USGS	02323500	2008-06-27	0.82	A	0.25	A	0.49	A	2.91	A	2750	A				
USGS	02323500	2008-06-28	0.88	A	0.24	A	0.48	A	2.93	A	2660	A				
USGS	02323500	2008-06-29	0.77	A	0.25	A	0.45	A	3.01	A	2550	A				
USGS	02323500	2008-06-30	0.68	A	0.18	A	0.47	A	3.12	A	2650	A				
USGS	02323500	2008-07-01	0.72	A	0.15	A	0.46	A	3.09	A	2620	A				
USGS	02323500	2008-07-02	0.71	A	0.18	A	0.46	A	3.05	A	2580	A				
USGS	02323500	2008-07-03	0.68	A	0.23	A	0.45	A	3.06	A	2540	A				
USGS	02323500	2008-07-04	0.69	A	0.19	A	0.48	A	3.06	A	2730	A				
USGS	02323500	2008-07-05	0.76	A	0.19	A	0.46	A	3.11	A	2590	A				
USGS	02323500	2008-07-06	0.77	A	0.23	A	0.45	A	3.09	A	2530	A				
USGS	02323500	2008-07-07							3.02	A	2380	A				
USGS	02323500	2008-07-08									2300	A:e				
USGS	02323500	2008-07-09									2270	A:e				
USGS	02323500	2008-07-10	0.69	A	0.20	A	0.40	A	2.87	A	2230	A				
USGS	02323500	2008-07-11	0.72	A	0.17	A	0.43	A	2.83	A	2370	A				
USGS	02323500	2008-07-12	0.65	A	0.20	A	0.39	A	2.79	A	2180	A				
USGS	02323500	2008-07-13	0.67	A	0.23	A	0.42	A	2.73	A	2340	A				
USGS	02323500	2008-07-14	0.55	A	0.22	A	0.41	A	2.88	A	2300	A				
USGS	02323500	2008-07-15	0.57	A	0.09	A	0.37	A	3.03	A	2100	A				
USGS	02323500	2008-07-16	0.63	A	0.24	A	0.44	A	3.00	A	2500	A				
USGS	02323500	2008-07-17	0.70	A	0.25	A	0.46	A	2.97	A	2560	A				
USGS	02323500	2008-07-18	0.71	A	0.25	A	0.44	A	3.09	A	2510	A				
USGS	02323500	2008-07-19	0.78	A	0.26	A	0.46	A	3.17	A	2630	A				
USGS	02323500	2008-07-20	0.77	A	0.20	A	0.46	A	3.19	A	2620	A				
USGS	02323500	2008-07-21	0.74	A	0.17	A	0.42	A	3.15	A	2410	A				
USGS	02323500	2008-07-22	0.59	A	0.15	A	0.43	A	3.13	A	2440	A				
USGS	02323500	2008-07-23	0.67	A	0.21	A	0.41	A	3.05	A	2290	A				
USGS	02323500	2008-07-24	0.67	A	0.17	A	0.38	A	3.09	A	2160	A				
USGS	02323500	2008-07-25	0.65	A	0.23	A	0.41	A	3.02	A	2310	A				
USGS	02323500	2008-07-26	0.61	A	0.18	A	0.41	A	2.94	A	2270	A				
USGS	02323500	2008-07-27	0.67	A	0.23	A	0.42	A	3.11	A	2390	A				
USGS	02323500	2008-07-28	0.58	A	0.18	A	0.42	A	3.23	A	2390	A				
USGS	02323500	2008-07-29	0.68	A	0.13	A	0.41	A	3.33	A	2350	A				
USGS	02323500	2008-07-30	0.64	A	0.17	A	0.36	A	3.37	A	2080	A				
USGS	02323500	2008-07-31	0.83	A	0.15	A	0.42	A	3.36	A	2390	A				
USGS	02323500	2008-08-01	0.67	A	0.23	A	0.43	A	3.42	A	2490	A				
USGS	02323500	2008-08-02	0.69	A	0.18	A	0.42	A	3.40	A	2430	A				
USGS	02323500	2008-08-03	0.66	A	0.18	A	0.41	A	3.29	A	2380	A				
USGS	02323500	2008-08-04	0.60	A	0.23	A	0.41	A	3.27	A	2370	A				
USGS	02323500	2008-08-05	0.60	A	0.23	A	0.42	A	3.16	A	2360	A				
USGS	02323500	2008-08-06	0.70	A	0.15	A	0.41	A	3.04	A	2310	A				
USGS	02323500	2008-08-07	0.59	A	0.17	A	0.41	A	2.96	A	2280	A				
USGS	02323500	2008-08-08	0.64	A	0.27	A	0.41	A	3.07	A	2330	A				
USGS	02323500	2008-08-09	0.61	A	0.21	A	0.42	A	2.92	A	2330	A				
USGS	02323500	2008-08-10	0.60	A	0.20	A	0.37	A	2.81	A	2080	A				
USGS	02323500	2008-08-11	0.67	A	0.27	A	0.37	A	2.87	A	2060	A				
USGS	02323500	2008-08-12	0.65	A	0.11	A	0.35	A	2.89	A	1970	A				
USGS	02323500	2008-08-13	0.76	A	0.04	A	0.35	A	3.59	A	2040	A				
USGS	02323500	2008-08-14	0.59	A	0.19	A	0.39	A	3.71	A	2310	A				
USGS	02323500	2008-08-15	0.64	A	0.18	A	0.40	A	3.42	A	2300	A				
USGS	02323500	2008-08-16	0.69	A	0.24	A	0.40	A	3.14	A	2290	A				
USGS	02323500	2008-08-17	0.61	A	0.21	A	0.41	A	3.18	A	2350	A				
USGS	02323500	2008-08-18	0.68	A	0.17	A	0.41	A	3.24	A	2360	A				
USGS	02323500	2008-08-19	0.68	A	0.22	A	0.43	A	3.04	A	2430	A				
USGS	02323500	2008-08-20	0.71	A	0.18	A	0.44	A	2.79	A	2440	A				
USGS	02323500	2008-08-21	0.72	A	0.29	A	0.48	A	2.76	A	2640	A				
USGS	02323500	2008-08-22									2770	A:e				
USGS	02323500	2008-08-23									3650	A:e				
USGS	02323500	2008-08-24									3940	A:e				
USGS	02323500	2008-08-25									4560	A:e				
USGS	02323500	2008-08-26									6030	A:e				
USGS	02323500	2008-08-27									6990	A:e				
USGS	02323500	2008-08-28									7420	A:e				
USGS	02323500	2008-08-29	1.55	A	0.99	A	1.15	A	5.62	A	7590	A				
USGS	02323500	2008-08-30	1.55	A	1.03	A	1.23	A	5.97	A	8270	A				
USGS	02323500	2008-08-31	1.54	A	1.09	A	1.31	A	6.14	A	8920	A				
USGS	02323500	2008-09-01	1.55	A	1.12	A	1.33	A	6.53	A	9250	A				
USGS	02323500	2008-09-02	1.66	A	1.25	A	1.47	A	6.48	A	10100	A				
USGS	02323500	2008-09-03	1.63	A	1.25	A	1.43	A	6.32	A	9780	A				
USGS	02323500	2008-09-04	1.68	A	1.20	A	1.40	A	6.27	A	9570	A				
USGS	02323500	2008-09-05	1.62	A	1.24	A	1.42	A	6.19	A	9650	A				
USGS	02323500	2008-09-06	1.69	A	1.21	A	1.40	A	6.14	A	9520	A				
USGS	02323500	2008-09-07	1.55	A	1.15	A	1.35	A	6.04	A	9090	A				
USGS	02323500	2008-09-08	1.49	A	1.03	A	1.24	A	5.86	A	8320	A				
USGS	02323500	2008-09-09	1.40	A	1.01	A	1.19	A	5.66	A	7890	A				
USGS	02323500	2008-09-10	1.38	A	0.92	A	1.17	A	5.71	A	7770	A				
USGS	02323500	2008-09-11	1.36	A	0.99	A	1.16	A	6.01	A	7830	A				
USGS	02323500	2008-09-12	1.39	A	1.02	A	1.22	A	5.92	A	8180	A				
USGS	02323500	2008-09-13	1.44	A	0.97	A	1.23	A	5.62	A	8100	A				
USGS	02323500	2008-09-14	1.43	A	1.10	A	1.26	A	5.45	A	8270	A				
USGS	02323500	2008-09-15	1.46	A	1.03	A	1.23	A	5.38	A	8000	A				
USGS	02323500	2008-09-16	1.36	A	0.94	A	1.20	A	5.23	A	7750	A				
USGS	02323500	2008-09-17	1.39	A	0.88	A	1.14	A	5.05	A	7260	A				
USGS	02323500	2008-09-18	1.24	A	0.77	A	1.02	A	4.86	A	6470	A				
USGS	02323500	2008-09-19	1.23	A	0.81	A	1.00	A	4.63	A	6200	A				
USGS	02323500	2008-09-20	1.18	A	0.76	A	0.98	A	4.47	A	6020	A				
USGS	02323500	2008-09-21	1.25	A	0.78	A	1.00	A	4.38	A	6160	A				
USGS	02323500	2008-09-22	1.22	A	0.83	A	1.03	A	4.40	A	6320	A				
USGS	02323500	2008-09-23	1.23	A	0.79	A	0.99	A	4.07	A	5970	A				
USGS	02323500	2008-09-24	1.25	A	0.70	A	0.94	A	3.77	A	5540	A				
USGS	02323500	2008-09-25	1.16	A	0.68	A	0.92	A	3.84	A	5470	A				
USGS	02323500	2008-09-26	1.13	A	0.63	A	0.90	A	4.23	A	5500	A				
USGS	02323500	2008-09-27	1.20	A	0.68	A	0.91	A	4.47	A	5640	A				
USGS	02323500	2008-09-28	1.17	A	0.71	A	0.93	A	4.50	A	5720	A				
USGS	02323500	2008-09-29	1.21	A	0.74	A	0.95	A	4.43	A	5870	A				
USGS	02323500	2008-09-30	1.16	A	0.76	A	0.95	A	4.44	A	5880	A				
USGS	02323500	2008-10-01	1.29	A	0.69	A	0.95	A	4.31	A	5810	A				
USGS	02323500	2008-10-02	1.21	A	0.70	A	0.93	A	3.95	A	5540	A				
USGS	02323500	2008-10-03	1.22	A	0.37	A	0.80	A	3.78	A	4750	A				
USGS	02323500	2008-10-04	0.98	A	0.48	A	0.75	A	3.53	A	4380	A				
USGS	02323500	2008-10-05	0.98	A	0.48	A	0.70	A	3.47	A	4040	A				
USGS	02323500	2008-10-06	0.93	A	0.52	A	0.72	A	3.42	A	4140	A				
USGS	02323500	2008-10-07	0.93	A	0.57	A	0.76	A	3.55	A	4450	A				
USGS	02323500	2008-10-08	0.92	A	0.59	A	0.76	A	3.67	A	4460	A				
USGS	02323500	2008-10-09	1.01	A	0.58	A	0.82	A	3.85	A	4860	A				
USGS	02323500	2008-10-10	1.08	A	0.59	A	0.80	A	3.74	A	4700	A				
USGS	02323500	2008-10-11	0.99	A	0.56	A	0.78	A	3.52	A	4560	A				
USGS	02323500	2008-10-12	1.00	A	0.54	A	0.79	A	3.48	A	4560	A				
USGS	02323500	2008-10-13	1.06	A	0.56	A	0.80	A	3.53	A	4660	A				
USGS	02323500	2008-10-14	0.98	A	0.63	A	0.80	A	3.47	A	4630	A				
USGS	02323500	2008-10-15	1.12	A	0.59	A	0.83	A	3.64	A	4840	A				
USGS	02323500	2008-10-16	1.17	A	0.61	A	0.86	A	3.90	A	5130	A				
USGS	02323500	2008-10-17	1.11	A	0.63	A	0.87	A	4.02	A	5230	A				
USGS	02323500	2008-10-18	1.25	A	0.67	A	0.93	A	4.06	A	5590	A				
USGS	02323500	2008-10-19	1.11	A	0.64	A	0.89	A	3.40	A	5130	A				
USGS	02323500	2008-10-20	1.06	A	0.65	A	0.81	A	3.25	A	4640	A				
USGS	02323500	2008-10-21	1.02	A	0.63	A	0.82	A	3.53	A	4750	A				
USGS	02323500	2008-10-22	0.97	A	0.66	A	0.80	A	3.54	A	4680	A				
USGS	02323500	2008-10-23	1.13	A	0.58	A	0.81	A	3.56	A	4740	A				
USGS	02323500	2008-10-24	1.02	A	0.60	A	0.77	A	3.88	A	4600	A				
USGS	02323500	2008-10-25	1.17	A	0.77	A	0.93	A	4.11	A	5580	A				
USGS	02323500	2008-10-26	1.16	A	0.68	A	0.87	A	3.61	A	5100	A				
USGS	02323500	2008-10-27	1.13	A	0.57	A	0.84	A	3.55	A	4900	A				
USGS	02323500	2008-10-28	1.21	A	0.63	A	0.84	A	3.06	A	4750	A				
USGS	02323500	2008-10-29	1.02	A	0.48	A	0.77	A	3.06	A	4350	A				
USGS	02323500	2008-10-30	1.13	A	0.54	A	0.81	A	3.47	A	4710	A				
USGS	02323500	2008-10-31	1.09	A	0.64	A	0.83	A	3.38	A	4790	A				
USGS	02323500	2008-11-01	1.21	A	0.68	A	0.87	A	3.35	A	5000	A				
USGS	02323500	2008-11-02	1.12	A	0.60	A	0.88	A	3.53	A	5090	A				
USGS	02323500	2008-11-03	1.28	A	0.75	A	0.92	A	3.54	A	5360	A				
USGS	02323500	2008-11-04	1.21	A	0.75	A	0.92	A	3.39	A	5290	A				
USGS	02323500	2008-11-05	1.12	A	0.71	A	0.87	A	3.39	A	5010	A				
USGS	02323500	2008-11-06	1.03	A	0.66	A	0.83	A	3.48	A	4830	A				
USGS	02323500	2008-11-07	1.02	A	0.63	A	0.82	A	3.50	A	4730	A				
USGS	02323500	2008-11-08	1.15	A	0.64	A	0.83	A	3.54	A	4820	A				
USGS	02323500	2008-11-09	0.99	A	0.55	A	0.82	A	3.42	A	4750	A				
USGS	02323500	2008-11-10	1.04	A	0.56	A	0.79	A	3.29	A	4520	A				
USGS	02323500	2008-11-11	1.01	A	0.51	A	0.72	A	3.25	A	4130	A				
USGS	02323500	2008-11-12	0.98	A	0.48	A	0.72	A	3.42	A	4170	A				
USGS	02323500	2008-11-13	0.92	A	0.46	A	0.70	A	3.73	A	4120	A				
USGS	02323500	2008-11-14	0.95	A	0.55	A	0.74	A	4.02	A	4430	A				
USGS	02323500	2008-11-15	1.03	A	0.47	A	0.79	A	3.99	A	4730	A				
USGS	02323500	2008-11-16	1.03	A	0.52	A	0.78	A	3.00	A	4390	A				
USGS	02323500	2008-11-17	0.89	A	0.54	A	0.67	A	2.76	A	3710	A				
USGS	02323500	2008-11-18	1.01	A	0.46	A	0.71	A	2.77	A	3930	A				
USGS	02323500	2008-11-19	0.87	A	0.44	A	0.62	A	2.40	A	3330	A				
USGS	02323500	2008-11-20	0.80	A	0.47	A	0.64	A	2.91	A	3580	A				
USGS	02323500	2008-11-21	0.97	A	0.56	A	0.74	A	2.98	A	4170	A				
USGS	02323500	2008-11-22	0.84	A	0.44	A	0.62	A	2.43	A	3370	A				
USGS	02323500	2008-11-23	0.82	A	0.49	A	0.63	A	2.77	A	3490	A				
USGS	02323500	2008-11-24	0.80	A	0.51	A	0.65	A	3.08	A	3680	A				
USGS	02323500	2008-11-25	1.01	A	0.53	A	0.73	A	3.30	A	4180	A				
USGS	02323500	2008-11-26	0.87	A	0.47	A	0.65	A	3.12	A	3660	A				
USGS	02323500	2008-11-27	0.81	A	0.49	A	0.65	A	3.15	A	3710	A				
USGS	02323500	2008-11-28	0.83	A	0.34	A	0.63	A	3.32	A	3640	A				
USGS	02323500	2008-11-29	0.82	A	0.46	A	0.65	A	3.49	A	3790	A				
USGS	02323500	2008-11-30	0.90	A	0.47	A	0.72	A	3.99	A	4290	A				
USGS	02323500	2008-12-01	1.04	A	0.54	A	0.76	A	3.48	A	4430	A				
USGS	02323500	2008-12-02	0.91	A	0.44	A	0.67	A	2.76	A	3700	A				
USGS	02323500	2008-12-03	0.77	A	0.46	A	0.61	A	2.64	A	3340	A				
USGS	02323500	2008-12-04	0.80	A	0.55	A	0.67	A	2.96	A	3750	A				
USGS	02323500	2008-12-05	0.93	A	0.56	A	0.78	A	3.27	A	4460	A				
USGS	02323500	2008-12-06	1.05	A	0.75	A	0.89	A	3.61	A	5220	A				
USGS	02323500	2008-12-07	1.22	A	0.76	A	0.98	A	3.74	A	5760	A				
USGS	02323500	2008-12-08	1.14	A	0.84	A	1.01	A	3.79	A	5970	A				
USGS	02323500	2008-12-09	1.28	A	0.91	A	1.09	A	4.30	A	6640	A				
USGS	02323500	2008-12-10	1.35	A	0.90	A	1.13	A	4.68	A	7040	A				
USGS	02323500	2008-12-11	1.55	A	0.98	A	1.19	A	4.95	A	7570	A				
USGS	02323500	2008-12-12	1.55	A	1.05	A	1.30	A	4.98	A	8250	A				
USGS	02323500	2008-12-13	1.47	A	1.02	A	1.20	A	4.07	A	7240	A				
USGS	02323500	2008-12-14	1.32	A	0.93	A	1.14	A	4.10	A	6860	A				
USGS	02323500	2008-12-15	1.31	A	0.98	A	1.11	A	4.26	A	6760	A				
USGS	02323500	2008-12-16	1.29	A	0.87	A	1.09	A	4.16	A	6630	A				
USGS	02323500	2008-12-17	1.27	A	0.93	A	1.09	A	4.05	A	6580	A				
USGS	02323500	2008-12-18	1.26	A	0.86	A	1.07	A	4.00	A	6410	A				
USGS	02323500	2008-12-19	1.27	A	0.93	A	1.09	A	3.99	A	6520	A				
USGS	02323500	2008-12-20	1.29	A	0.95	A	1.12	A	4.10	A	6760	A				
USGS	02323500	2008-12-21	1.43	A	0.98	A	1.20	A	4.23	A	7270	A				
USGS	02323500	2008-12-22	1.71	A	0.97	A	1.27	A	3.93	A	7570	A				
USGS	02323500	2008-12-23	1.41	A	0.97	A	1.17	A	3.91	A	6970	A				
USGS	02323500	2008-12-24	1.39	A	1.01	A	1.20	A	4.34	A	7370	A				
USGS	02323500	2008-12-25	1.45	A	1.00	A	1.23	A	4.39	A	7530	A				
USGS	02323500	2008-12-26	1.40	A	1.03	A	1.20	A	4.37	A	7360	A				
USGS	02323500	2008-12-27	1.35	A	1.00	A	1.20	A	4.33	A	7310	A				
USGS	02323500	2008-12-28	1.47	A	1.00	A	1.16	A	4.32	A	7080	A				
USGS	02323500	2008-12-29	1.35	A	0.99	A	1.17	A	4.22	A	7080	A				
USGS	02323500	2008-12-30	1.38	A	0.95	A	1.14	A	4.07	A	6860	A				
USGS	02323500	2008-12-31	1.44	A	0.89	A	1.13	A	4.08	A	6830	A				
USGS	02323500	2009-01-01							3.64	A	6430	A				
USGS	02323500	2009-01-02									6290	A:e				
USGS	02323500	2009-01-03									6600	A:e				
USGS	02323500	2009-01-04									6910	A:e				
USGS	02323500	2009-01-05									6150	A:e				
USGS	02323500	2009-01-06	1.16	A	0.56	A	0.93	A	3.67	A	5480	A				
USGS	02323500	2009-01-07	1.36	A	0.75	A	1.04	A	3.94	A	6190	A				
USGS	02323500	2009-01-08	1.16	A	0.49	A	0.92	A	3.53	A	5320	A				
USGS	02323500	2009-01-09	1.20	A	0.58	A	0.91	A	3.39	A	5250	A				
USGS	02323500	2009-01-10	1.05	A	0.52	A	0.84	A	3.44	A	4860	A				
USGS	02323500	2009-01-11	1.26	A	0.56	A	0.90	A	3.69	A	5270	A				
USGS	02323500	2009-01-12	1.26	A	0.76	A	0.94	A	3.36	A	5410	A				
USGS	02323500	2009-01-13	1.26	A	0.66	A	0.96	A	3.40	A	5520	A				
USGS	02323500	2009-01-14	1.21	A	0.59	A	0.87	A	3.18	A	4970	A				
USGS	02323500	2009-01-15	1.29	A	0.60	A	0.85	A	3.00	A	4800	A				
USGS	02323500	2009-01-16	1.31	A	0.63	A	0.91	A	2.65	A	4990	A				
USGS	02323500	2009-01-17	1.23	A	0.56	A	0.79	A	2.55	A	4300	A				
USGS	02323500	2009-01-18	0.94	A	0.48	A	0.73	A	2.96	A	4120	A				
USGS	02323500	2009-01-19	1.06	A	0.63	A	0.86	A	3.27	A	4910	A				
USGS	02323500	2009-01-20	1.32	A	0.77	A	1.04	A	3.21	A	5950	A				
USGS	02323500	2009-01-21	1.09	A	0.48	A	0.85	A	2.58	A	4650	A				
USGS	02323500	2009-01-22	1.05	A	0.54	A	0.75	A	2.70	A	4130	A				
USGS	02323500	2009-01-23	0.98	A	0.54	A	0.76	A	2.93	A	4240	A				
